Mod:Item:MetaData, Localized Name
gregtech:machine:702, Input Hatch (ULV)
gregtech:machine:703, Output Hatch (ULV)
gregtech:machine:704, Energy Input Hatch (ULV)
gregtech:machine:705, Energy Output Hatch (ULV)
gregtech:machine:706, Rotor Holder (ULV)
gregtech:machine:710, Input Bus (LV)
gregtech:machine:711, Output Bus (LV)
gregtech:machine:712, Input Hatch (LV)
gregtech:machine:713, Output Hatch (LV)
gregtech:machine:714, Energy Input Hatch (LV)
gregtech:machine:715, Energy Output Hatch (LV)
gregtech:machine:716, Rotor Holder (LV)
gregtech:machine:720, Input Bus (MV)
gregtech:machine:721, Output Bus (MV)
gregtech:machine:722, Input Hatch (MV)
gregtech:machine:723, Output Hatch (MV)
gregtech:machine:724, Energy Input Hatch (MV)
gregtech:machine:725, Energy Output Hatch (MV)
gregtech:machine:726, Rotor Holder (MV)
gregtech:machine:730, Input Bus (HV)
gregtech:machine:731, Output Bus (HV)
gregtech:machine:732, Input Hatch (HV)
gregtech:machine:733, Output Hatch (HV)
gregtech:machine:734, Energy Input Hatch (HV)
gregtech:machine:735, Energy Output Hatch (HV)
gregtech:machine:736, Rotor Holder (HV)
gregtech:machine:740, Input Bus (EV)
gregtech:machine:741, Output Bus (EV)
gregtech:machine:742, Input Hatch (EV)
gregtech:machine:743, Output Hatch (EV)
gregtech:machine:744, Energy Input Hatch (EV)
gregtech:machine:745, Energy Output Hatch (EV)
gregtech:machine:746, Rotor Holder (EV)
gregtech:machine:750, Input Bus (IV)
gregtech:machine:751, Output Bus (IV)
gregtech:machine:752, Input Hatch (IV)
gregtech:machine:753, Output Hatch (IV)
gregtech:machine:754, Energy Input Hatch (IV)
gregtech:machine:755, Energy Output Hatch (IV)
gregtech:machine:756, Rotor Holder (IV)
gregtech:machine:760, Input Bus (LuV)
gregtech:machine:761, Output Bus (LuV)
gregtech:machine:762, Input Hatch (LuV)
gregtech:machine:763, Output Hatch (LuV)
gregtech:machine:764, Energy Input Hatch (LuV)
gregtech:machine:765, Energy Output Hatch (LuV)
gregtech:machine:766, Rotor Holder (LuV)
gregtech:machine:770, Input Bus (ZPM)
gregtech:machine:771, Output Bus (ZPM)
gregtech:machine:772, Input Hatch (ZPM)
gregtech:machine:773, Output Hatch (ZPM)
gregtech:machine:774, Energy Input Hatch (ZPM)
gregtech:machine:775, Energy Output Hatch (ZPM)
gregtech:machine:776, Rotor Holder (ZPM)
gregtech:machine:780, Input Bus (UV)
gregtech:machine:781, Output Bus (UV)
gregtech:machine:782, Input Hatch (UV)
gregtech:machine:783, Output Hatch (UV)
gregtech:machine:784, Energy Input Hatch (UV)
gregtech:machine:785, Energy Output Hatch (UV)
gregtech:machine:786, Rotor Holder (UV)
gregtech:machine:790, Input Bus (MAX)
gregtech:machine:791, Output Bus (MAX)
gregtech:machine:792, Input Hatch (MAX)
gregtech:machine:793, Output Hatch (MAX)
gregtech:machine:794, Energy Input Hatch (MAX)
gregtech:machine:795, Energy Output Hatch (MAX)
gregtech:machine:796, Rotor Holder (MAX)
gregtech:machine:801, Wooden Chest
gregtech:machine:802, Bronze Chest
gregtech:machine:803, Steel Chest
gregtech:machine:804, Stainless Steel Chest
gregtech:machine:805, Titanium Chest
gregtech:machine:806, Tungstensteel Chest
gregtech:machine:811, Wooden Tank
gregtech:machine:812, Bronze Tank
gregtech:machine:813, Steel Tank
gregtech:machine:814, Stainless Steel Tank
gregtech:machine:815, Titanium Tank
gregtech:machine:816, Tungstensteel Tank
gregtech:machine:900, Basic Pump
gregtech:machine:950, Basic Air Collector
gregtech:machine:910, Advanced Pump
gregtech:machine:960, Advanced Air Collector
gregtech:machine:920, Advanced Pump II
gregtech:machine:970, Advanced Air Collector II
gregtech:machine:930, Advanced Pump III
gregtech:machine:980, Atmosphere Collector III
gregtech:machine:1001, Tesla Coil
gregtech:machine:10650, CEU (ULV)
gregtech:machine:10651, CEF (ULV)
gregtech:machine:10652, CEU (ULV)
gregtech:machine:10653, CEF (ULV)
gregtech:machine:10654, CEU (ULV)
gregtech:machine:10655, CEF (ULV)
gregtech:machine:10656, CEU (ULV)
gregtech:machine:10657, CEF (ULV)
gregtech:machine:10658, CEU (LV)
gregtech:machine:10659, CEF (LV)
gregtech:machine:10660, CEU (LV)
gregtech:machine:10661, CEF (LV)
gregtech:machine:10662, CEU (LV)
gregtech:machine:10663, CEF (LV)
gregtech:machine:10664, CEU (LV)
gregtech:machine:10665, CEF (LV)
gregtech:machine:10666, CEU (MV)
gregtech:machine:10667, CEF (MV)
gregtech:machine:10668, CEU (MV)
gregtech:machine:10669, CEF (MV)
gregtech:machine:10670, CEU (MV)
gregtech:machine:10671, CEF (MV)
gregtech:machine:10672, CEU (MV)
gregtech:machine:10673, CEF (MV)
gregtech:machine:10674, CEU (HV)
gregtech:machine:10675, CEF (HV)
gregtech:machine:10676, CEU (HV)
gregtech:machine:10677, CEF (HV)
gregtech:machine:10678, CEU (HV)
gregtech:machine:10679, CEF (HV)
gregtech:machine:10680, CEU (HV)
gregtech:machine:10681, CEF (HV)
gregtech:machine:10682, CEU (EV)
gregtech:machine:10683, CEF (EV)
gregtech:machine:10684, CEU (EV)
gregtech:machine:10685, CEF (EV)
gregtech:machine:10686, CEU (EV)
gregtech:machine:10687, CEF (EV)
gregtech:machine:10688, CEU (EV)
gregtech:machine:10689, CEF (EV)
gregtech:machine:10690, CEU (IV)
gregtech:machine:10691, CEF (IV)
gregtech:machine:10692, CEU (IV)
gregtech:machine:10693, CEF (IV)
gregtech:machine:10694, CEU (IV)
gregtech:machine:10695, CEF (IV)
gregtech:machine:10696, CEU (IV)
gregtech:machine:10697, CEF (IV)
gregtech:machine:10698, CEU (LuV)
gregtech:machine:10699, CEF (LuV)
gregtech:machine:10700, CEU (LuV)
gregtech:machine:10701, CEF (LuV)
gregtech:machine:10702, CEU (LuV)
gregtech:machine:10703, CEF (LuV)
gregtech:machine:10704, CEU (LuV)
gregtech:machine:10705, CEF (LuV)
gregtech:machine:10706, CEU (ZPM)
gregtech:machine:10707, CEF (ZPM)
gregtech:machine:10708, CEU (ZPM)
gregtech:machine:10709, CEF (ZPM)
gregtech:machine:10710, CEU (ZPM)
gregtech:machine:10711, CEF (ZPM)
gregtech:machine:10712, CEU (ZPM)
gregtech:machine:10713, CEF (ZPM)
gregtech:machine:10714, CEU (UV)
gregtech:machine:10715, CEF (UV)
gregtech:machine:10716, CEU (UV)
gregtech:machine:10717, CEF (UV)
gregtech:machine:10718, CEU (UV)
gregtech:machine:10719, CEF (UV)
gregtech:machine:10720, CEU (UV)
gregtech:machine:10721, CEF (UV)
gregtech:machine:10722, CEU (MAX)
gregtech:machine:10723, CEF (MAX)
gregtech:machine:10724, CEU (MAX)
gregtech:machine:10725, CEF (MAX)
gregtech:machine:10726, CEU (MAX)
gregtech:machine:10727, CEF (MAX)
gregtech:machine:10728, CEU (MAX)
gregtech:machine:10729, CEF (MAX)
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_casing:4, Legacy Block (Bronze Firebox Casing)
gregtech:boiler_casing:5, Legacy Block (Steel Firebox Casing)
gregtech:boiler_casing:6, Legacy Block (Titanium Firebox Casing)
gregtech:boiler_casing:7, Legacy Block (Tungstensteel Firebox Casing)
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Primitive Bricks
gregtech:metal_casing:2, Heat Proof Machine Casing
gregtech:metal_casing:3, Frost Proof Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:turbine_casing:0, Bronze Gear Box Casing
gregtech:turbine_casing:1, Steel Gear Box Casing
gregtech:turbine_casing:2, Titanium Gear Box Casing
gregtech:turbine_casing:3, Steel Turbine Casing
gregtech:turbine_casing:4, Titanium Turbine Casing
gregtech:turbine_casing:5, Stainless Turbine Casing
gregtech:turbine_casing:6, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:cable_titanium:0, 1x Titanium wire
gregtech:cable_titanium:1, 2x Titanium wire
gregtech:cable_titanium:2, 4x Titanium wire
gregtech:cable_titanium:3, 8x Titanium wire
gregtech:cable_titanium:4, 16x Titanium wire
gregtech:cable_titanium:5, 1x Titanium cable
gregtech:cable_titanium:6, 2x Titanium cable
gregtech:cable_titanium:7, 4x Titanium cable
gregtech:cable_titanium:8, 8x Titanium cable
gregtech:cable_titanium:9, 16x Titanium cable
gregtech:cable_duranium:0, 1x Duranium wire
gregtech:cable_duranium:1, 2x Duranium wire
gregtech:cable_duranium:2, 4x Duranium wire
gregtech:cable_duranium:3, 8x Duranium wire
gregtech:cable_duranium:4, 16x Duranium wire
gregtech:cable_duranium:5, 1x Duranium cable
gregtech:cable_duranium:6, 2x Duranium cable
gregtech:cable_duranium:7, 4x Duranium cable
gregtech:cable_duranium:8, 8x Duranium cable
gregtech:cable_duranium:9, 16x Duranium cable
gregtech:cable_silver:0, 1x Silver wire
gregtech:cable_silver:1, 2x Silver wire
gregtech:cable_silver:2, 4x Silver wire
gregtech:cable_silver:3, 8x Silver wire
gregtech:cable_silver:4, 16x Silver wire
gregtech:cable_silver:5, 1x Silver cable
gregtech:cable_silver:6, 2x Silver cable
gregtech:cable_silver:7, 4x Silver cable
gregtech:cable_silver:8, 8x Silver cable
gregtech:cable_silver:9, 16x Silver cable
gregtech:cable_annealed_copper:0, 1x Annealed Copper wire
gregtech:cable_annealed_copper:1, 2x Annealed Copper wire
gregtech:cable_annealed_copper:2, 4x Annealed Copper wire
gregtech:cable_annealed_copper:3, 8x Annealed Copper wire
gregtech:cable_annealed_copper:4, 16x Annealed Copper wire
gregtech:cable_annealed_copper:5, 1x Annealed Copper cable
gregtech:cable_annealed_copper:6, 2x Annealed Copper cable
gregtech:cable_annealed_copper:7, 4x Annealed Copper cable
gregtech:cable_annealed_copper:8, 8x Annealed Copper cable
gregtech:cable_annealed_copper:9, 16x Annealed Copper cable
gregtech:cable_tin:0, 1x Tin wire
gregtech:cable_tin:1, 2x Tin wire
gregtech:cable_tin:2, 4x Tin wire
gregtech:cable_tin:3, 8x Tin wire
gregtech:cable_tin:4, 16x Tin wire
gregtech:cable_tin:5, 1x Tin cable
gregtech:cable_tin:6, 2x Tin cable
gregtech:cable_tin:7, 4x Tin cable
gregtech:cable_tin:8, 8x Tin cable
gregtech:cable_tin:9, 16x Tin cable
gregtech:cable_gold:0, 1x Gold wire
gregtech:cable_gold:1, 2x Gold wire
gregtech:cable_gold:2, 4x Gold wire
gregtech:cable_gold:3, 8x Gold wire
gregtech:cable_gold:4, 16x Gold wire
gregtech:cable_gold:5, 1x Gold cable
gregtech:cable_gold:6, 2x Gold cable
gregtech:cable_gold:7, 4x Gold cable
gregtech:cable_gold:8, 8x Gold cable
gregtech:cable_gold:9, 16x Gold cable
gregtech:cable_niobium_titanium:0, 1x Niobium-Titanium wire
gregtech:cable_niobium_titanium:1, 2x Niobium-Titanium wire
gregtech:cable_niobium_titanium:2, 4x Niobium-Titanium wire
gregtech:cable_niobium_titanium:3, 8x Niobium-Titanium wire
gregtech:cable_niobium_titanium:4, 16x Niobium-Titanium wire
gregtech:cable_niobium_titanium:5, 1x Niobium-Titanium cable
gregtech:cable_niobium_titanium:6, 2x Niobium-Titanium cable
gregtech:cable_niobium_titanium:7, 4x Niobium-Titanium cable
gregtech:cable_niobium_titanium:8, 8x Niobium-Titanium cable
gregtech:cable_niobium_titanium:9, 16x Niobium-Titanium cable
gregtech:cable_superconductor:0, 1x Superconductor wire
gregtech:cable_superconductor:1, 2x Superconductor wire
gregtech:cable_superconductor:2, 4x Superconductor wire
gregtech:cable_superconductor:3, 8x Superconductor wire
gregtech:cable_superconductor:4, 16x Superconductor wire
gregtech:cable_superconductor:5, 1x Superconductor cable
gregtech:cable_superconductor:6, 2x Superconductor cable
gregtech:cable_superconductor:7, 4x Superconductor cable
gregtech:cable_superconductor:8, 8x Superconductor cable
gregtech:cable_superconductor:9, 16x Superconductor cable
gregtech:cable_tungsten:0, 1x Tungsten wire
gregtech:cable_tungsten:1, 2x Tungsten wire
gregtech:cable_tungsten:2, 4x Tungsten wire
gregtech:cable_tungsten:3, 8x Tungsten wire
gregtech:cable_tungsten:4, 16x Tungsten wire
gregtech:cable_tungsten:5, 1x Tungsten cable
gregtech:cable_tungsten:6, 2x Tungsten cable
gregtech:cable_tungsten:7, 4x Tungsten cable
gregtech:cable_tungsten:8, 8x Tungsten cable
gregtech:cable_tungsten:9, 16x Tungsten cable
